# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Feb 27 10:18:53 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_name_display not null
# CONSTRAINT:  and pl_radestr not null
# CONSTRAINT:  and pl_bmassestr not null
# CONSTRAINT:  and pl_orbeccenstr not null
# CONSTRAINT:  and pl_insolstr not null
# CONSTRAINT:  and st_teffstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN st_teff:        Stellar Effective Temperature [K]
#
pl_name,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,st_teff
TOI-172 b,10.81668500,1722.63860000,0.380600,299.0000,5645.00
TOI-1728 b,5.05000000,26.78000000,0.057000,57.7800,3980.00
TOI-1736 b,3.05000000,11.90000000,0.160000,329.6000,5670.00
TOI-1759 b,3.14000000,10.80000000,0.000000,6.3900,4065.00
TOI-1803 b,2.99000000,10.32000000,0.000000,58.0000,4687.00
TOI-1803 c,4.29000000,8.00000000,0.000000,22.0000,4687.00
TOI-181 b,6.95590000,46.16870000,0.154300,102.4300,4994.00
TOI-1899 b,11.09689089,212.94503269,0.044000,3.4000,3926.00
TOI-1899 b,12.89035000,209.76780000,0.118000,2.9000,3841.00
TOI-1937 A b,13.97759893,638.83509807,0.000000,3230.0000,5814.00
TOI-2000 b,2.70000000,11.00000000,0.000000,628.0000,5611.00
TOI-2000 c,8.14000000,81.70000000,0.063000,149.0000,5611.00
TOI-2010 b,11.81426566,408.72733140,0.212000,4.0900,5929.00
TOI-2015 b,3.30900000,9.20000000,0.078900,13.1850,3297.00
TOI-2015 b,3.39000000,16.40000000,0.000000,11.4700,3194.00
TOI-2031 A b,14.20177855,254.26272560,0.076000,567.0000,6490.00
TOI-2095 b,1.25000000,4.10000000,0.000000,3.4300,3759.00
TOI-2095 c,1.33000000,7.40000000,0.000000,1.8400,3759.00
TOI-2120 b,2.12200000,6.80000000,0.320000,3.6100,3131.00
TOI-2134 b,2.69000000,9.13000000,0.060000,32.0000,4580.00
TOI-2134 c,7.27000000,41.89000000,0.670000,1.4000,4580.00
TOI-2136 b,2.20000000,4.70000000,0.070000,4.8200,3373.00
TOI-2136 b,2.19000000,6.37000000,0.000000,4.0000,3342.00
TOI-2136 b,2.09000000,15.00000000,0.000000,4.4000,3366.00
TOI-216.01,11.29000000,200.00000000,0.029000,10.1000,5026.00
TOI-216.02,7.69000000,30.00000000,0.132000,25.9000,5026.00
TOI-2169 A b,12.50922246,329.58805806,0.045000,577.0000,6270.00
TOI-2180 b,11.32107051,875.61726129,0.368300,2.7100,5695.00
TOI-2184 b,11.39953337,206.58846455,0.080000,1429.0000,5966.00
TOI-2193 A b,19.83989584,298.75870258,0.000000,1600.0000,5966.00
TOI-2196 b,3.51000000,26.00000000,0.000000,2000.0000,5634.00
TOI-2207 b,11.15293580,203.41018048,0.174000,406.0000,6101.00
TOI-2236 b,14.36991326,502.16888306,0.000000,1356.0000,6248.00
TOI-2285 b,1.74000000,19.50000000,0.300000,1.5400,3491.00
TOI-2322 b,0.99400000,2.31000000,0.000000,22.0400,4664.00
TOI-2322 c,1.87400000,18.10000000,0.000000,10.1500,4664.00
TOI-2346 b,16.11851425,394.10722468,0.086000,1360.0000,6480.00
TOI-2364 b,8.60849718,71.51139158,0.000000,237.0000,5306.00
TOI-2379 b,11.72459381,1830.69162432,0.342000,25.3000,3707.00
TOI-238 b,1.40200000,3.40000000,0.180000,728.0000,5059.00
TOI-238 c,2.18000000,6.70000000,0.360000,58.3000,5059.00
TOI-2382 b,12.25141591,235.19302118,0.180000,689.0000,6033.00
TOI-2384 b,11.48920522,624.85064816,0.000000,104.3000,3943.00
TOI-2406 b,2.86000000,15.60000000,0.170000,6.6900,3100.00
TOI-2421 b,10.36830715,105.83685953,0.000000,923.6000,5607.00
TOI-2458 b,2.83000000,13.31000000,0.087000,865.0000,6005.00
TOI-2567 b,10.92875618,63.88350981,0.000000,558.0000,5611.00
TOI-257 b,7.16253867,43.86032017,0.000000,186.0000,6095.00
TOI-2570 b,13.64132951,260.61929374,0.000000,699.0000,5771.00
TOI-2580 b,17.37392009,200.23189641,0.080000,1730.0000,6120.00
TOI-2583 A b,14.45958510,79.45710175,0.000000,750.9000,5936.00
TOI-2587 A b,12.07207221,69.28659273,0.000000,728.0000,5760.00
TOI-2641 b,18.10250383,122.68176510,0.180000,602.0000,6100.00
TOI-269 b,2.77000000,8.80000000,0.425000,19.0000,3514.00
TOI-2796 b,17.26183028,139.84449908,0.000000,352.0000,5764.00
TOI-2803 A b,18.11371281,309.88269682,0.000000,2150.0000,6280.00
TOI-2818 b,15.27784069,225.65816897,0.000000,598.0000,5721.00
TOI-283 b,2.34000000,6.54000000,0.000000,30.4000,5213.00
TOI-2842 b,12.84549188,117.59651059,0.000000,781.8000,5910.00
TOI-2876 b,9.63972340,54.03082919,0.130000,124.2000,5271.00
TOI-2886 b,18.64053490,444.95976980,0.110000,2560.0000,6240.00
TOI-2969 b,12.32987877,368.68095212,0.000000,382.0000,4738.00
TOI-2977 b,13.15934334,533.95172376,0.000000,947.8000,5691.00
TOI-2986 b,9.29224500,96.61983573,0.140000,1156.0000,5906.00
TOI-2989 b,12.55405838,953.48522100,0.000000,124.0000,4672.00
TOI-2992 b,13.75341932,1058.36859531,0.089000,1484.0000,6000.00
TOI-3023 b,16.43236571,197.05361234,0.000000,1084.0000,5760.00
TOI-3135 b,13.65253849,327.36325921,0.240000,464.0000,5890.00
TOI-3160 A b,13.76462830,378.21580433,0.180000,933.0000,6190.00
TOI-3261 b,3.82000000,30.30000000,0.000000,1466.0000,5068.00
TOI-3288 b,11.20898070,670.61793877,0.000000,239.0000,3933.00
TOI-3331 A b,12.97999965,721.47048389,0.000000,818.5000,5609.00
TOI-3364 b,12.22899794,530.77343969,0.000000,425.0000,5706.00
TOI-3464 b,13.76462830,397.28550875,0.250000,1370.0000,6370.00
TOI-3474 b,14.67255574,193.87532827,0.130000,740.0000,6020.00
TOI-3486 b,10.57006880,99.16246298,0.078000,334.0000,4930.00
TOI-3523 A b,15.97279750,435.42491759,0.047000,2590.0000,6450.00
TOI-3540 A b,23.53885947,375.03752026,0.000000,841.3000,5810.00
TOI-3593 b,11.02963701,565.73456446,0.105000,308.0000,5550.00
TOI-3629 b,8.29464572,77.23230290,0.056000,43.0000,3865.00
TOI-3629 b,8.29464572,82.63538582,0.050000,39.0000,3870.00
TOI-3682 b,12.80065596,69.28659273,0.220000,1258.0000,5703.00
TOI-3688 A b,13.08088048,311.47183886,0.000000,924.3000,5950.00
TOI-3693 b,12.59889431,324.18497514,0.000000,68.6000,5321.00
TOI-3714 b,11.14172682,218.98377242,0.047000,57.0000,3652.00
TOI-3714 b,11.32107051,212.94503269,0.030000,62.0000,3660.00
TOI-3714 b,11.32107051,222.47988490,0.030000,54.0000,3660.00
TOI-375 b,10.77183045,236.78216321,0.087000,593.3000,5259.90
TOI-3757 b,12.00000000,85.30000000,0.140000,55.4000,3913.00
TOI-3785 b,5.14000000,14.95000000,0.110000,19.1000,3576.00
TOI-3807 b,18.49481816,330.54154328,0.000000,1230.0000,5772.00
TOI-3819 b,13.13692538,352.78953177,0.000000,1186.0000,5859.00
TOI-3856 b,13.59649359,171.62733978,0.083000,949.0000,5622.00
TOI-3877 b,11.67975789,99.79811980,0.220000,729.0000,5731.00
TOI-3884 b,6.43000000,32.59000000,0.060000,6.2900,3180.00
TOI-3884 b,6.00000000,16.50000000,0.320000,7.4200,3269.00
TOI-3912 b,14.28024141,129.03833324,0.000000,872.2000,5725.00
TOI-3976 A b,12.27383387,55.61997123,0.000000,469.0000,5975.00
TOI-3980 b,14.45958510,187.51876013,0.160000,1153.0000,5840.00
TOI-3984 A b,7.90000000,44.00000000,0.230000,16.7000,3476.00
TOI-4010 b,3.02000000,11.00000000,0.030000,714.0000,4960.00
TOI-4010 c,5.93000000,20.31000000,0.030000,112.0000,4960.00
TOI-4010 d,6.18000000,38.15000000,0.070000,30.0000,4960.00
TOI-406 c,1.32000000,2.08000000,0.032000,19.0000,3392.00
TOI-406.01,2.08000000,6.57000000,0.056000,3.0000,3392.00
TOI-4087 b,13.04725353,232.01473711,0.000000,753.9000,6060.00
TOI-4127 b,12.28504285,731.00533610,0.747100,22.3000,6096.00
TOI-4137 b,13.57407563,457.67290608,0.000000,1013.0000,6202.00
TOI-4145 A b,13.30506009,136.66621501,0.000000,223.0000,5281.00
TOI-4201 b,12.69000000,825.00000000,0.062000,49.6000,3920.00
TOI-4201 b,12.66614819,816.81900599,0.083000,53.0000,3926.00
TOI-4201 b,13.67495645,788.21444936,0.041000,45.2000,3794.00
TOI-421 b,2.68000000,7.17000000,0.163000,154.5700,5325.00
TOI-421 c,5.09000000,16.42000000,0.152000,34.3200,5325.00
TOI-4214 b,10.68215861,165.27077164,0.170000,1210.0000,6370.00
TOI-4336 A b,2.13700000,3.33000000,0.000000,1.5300,3307.00
TOI-4336 A c,1.25100000,1.55000000,0.000000,4.2400,3307.00
TOI-4342 b,2.32900000,7.30000000,0.000000,27.8000,3866.00
TOI-4342 c,2.34900000,4.80000000,0.000000,11.6000,3866.00
TOI-4438 b,2.52000000,5.40000000,0.140000,6.0000,3422.00
TOI-4463 A b,13.26022417,252.35575516,0.000000,633.0000,5640.00
TOI-4487 A b,14.60530185,397.28550875,0.083000,1203.0000,6206.00
TOI-4603 b,11.67975789,4096.80816623,0.325000,1192.0000,6264.00
TOI-4633 c,3.20000000,123.00000000,0.117000,1.5600,5800.00
TOI-4666 b,12.44196858,222.47988490,0.000000,54.0000,3512.00
TOI-469.01,3.36000000,5.80000000,0.000000,54.1000,5240.00
TOI-4734 b,10.91754720,61.65871096,0.120000,775.0000,6070.00
TOI-4791 b,12.44196858,734.18362017,0.000000,783.2000,6058.00
TOI-4794 b,14.35870428,308.29355479,0.100000,1310.0000,6390.00
TOI-4860 b,8.70000000,86.70000000,0.008000,42.5000,3260.00
TOI-4961 b,12.34108775,572.09113260,0.182000,115.0000,5380.00
TOI-4994 b,8.54124329,88.99195396,0.319000,40.0000,5640.00
TOI-500 b,1.16600000,1.42000000,0.063000,1138.0000,4440.00
TOI-512 b,1.54000000,3.57000000,0.020000,127.0000,5277.00
TOI-5181 A b,13.34989601,330.54154328,0.150000,1053.0000,6060.00
TOI-519 b,11.87031056,166.85991368,0.048000,54.0000,3354.00
TOI-5205 b,11.60000000,343.00000000,0.020000,49.0000,3430.00
TOI-521 b,1.98000000,5.30000000,0.000000,66.0000,3544.00
TOI-5210 b,10.72699453,81.99972901,0.066000,456.0000,5723.00
TOI-5218 b,9.86000000,657.00000000,0.000000,62.0000,4230.00
TOI-5293 A b,11.90000000,170.40000000,0.380000,34.6000,3586.00
TOI-5293 A b,10.98480109,158.91420350,0.380000,34.8000,3586.00
TOI-5300 b,9.86390302,190.69704420,0.000000,198.0000,4610.00
TOI-532 b,5.82000000,61.50000000,0.000000,94.1000,3927.00
TOI-5322 b,16.61170940,184.02264765,0.055000,554.0000,5692.00
TOI-5340 b,15.07607904,270.15414595,0.130000,1004.0000,5990.00
TOI-5344 b,9.70000000,135.00000000,0.060000,35.0000,3770.00
TOI-5344 b,10.60369574,130.94530368,0.054000,38.0000,3747.00
TOI-5349 b,10.20000000,127.40000000,0.030000,44.5000,3751.00
TOI-5386 A b,14.70618268,155.10026262,0.072000,817.0000,6094.00
TOI-5422 b,9.10169233,8899.19539600,0.094000,580.0000,5820.00
TOI-5542 b,11.30986153,419.53349724,0.018000,9.6000,5700.00
TOI-5573 b,9.75000000,112.00000000,0.072000,12.9200,3790.00
TOI-5592 b,17.14974047,285.72773789,0.062000,1712.0000,6237.00
TOI-561 b,1.42500000,2.00000000,0.000000,4745.0000,5372.00
TOI-561 c,2.91000000,5.39000000,0.030000,68.2000,5372.00
TOI-561 d,2.82000000,13.20000000,0.122000,21.4000,5372.00
TOI-561 e,2.55000000,12.60000000,0.079000,4.9600,5372.00
TOI-5616 b,10.78000000,624.00000000,0.000000,137.0000,3996.00
TOI-5634 A b,10.42000000,588.00000000,0.000000,77.0000,3896.00
TOI-564 b,11.43318000,464.98529000,0.072000,1423.0000,5640.00
TOI-5688 A b,10.30000000,124.00000000,0.128000,50.3000,3713.00
TOI-5788 b,1.52800000,3.72000000,0.061000,175.1000,5615.00
TOI-5788 c,2.27200000,6.40000000,0.046000,49.8000,5615.00
TOI-6016 b,13.67495645,371.85923619,0.000000,940.0000,6110.00
TOI-6034 b,11.92000000,254.00000000,0.040000,43.0000,3635.00
TOI-6054.01,2.64000000,12.50000000,0.164000,570.0000,6047.00
TOI-6054.02,2.82000000,9.30000000,0.332000,285.0000,6047.00
TOI-6130 b,14.34749530,333.71982735,0.036000,1150.0000,6110.00
TOI-615 b,18.97680433,138.25535705,0.390000,1286.0000,6850.00
TOI-622 b,9.23620010,96.30200732,0.420000,602.0000,6400.00
TOI-6303 b,11.59000000,2493.00000000,0.020000,14.2800,3977.00
TOI-6330 b,10.89000000,3179.00000000,0.340000,9.9700,3539.00
TOI-6383 A b,11.29000000,331.00000000,0.050000,51.3000,3444.00
TOI-654.01,2.37800000,8.71000000,0.000000,65.0000,3521.00
TOI-6651 b,5.09000000,61.00000000,0.091000,817.0000,5940.00
TOI-669 b,2.60000000,9.80000000,0.230000,388.2000,5600.00
TOI-674 b,5.25000000,23.60000000,0.000000,38.4000,3514.00
TOI-6894 b,9.58367850,53.39517238,0.029000,5.5400,3007.00
TOI-7149 b,13.20000000,224.00000000,0.078000,20.6000,3363.00
TOI-733 b,1.99200000,5.72000000,0.046000,207.1000,5585.00
TOI-756 b,2.81000000,9.83000000,0.000000,127.0000,3657.00
TOI-771 b,1.36000000,2.47000000,0.055000,14.0000,3370.00
TOI-776 b,1.85000000,4.00000000,0.060000,11.5000,3709.00
TOI-776 c,2.02000000,5.30000000,0.040000,4.9000,3709.00
TOI-782 b,2.73400000,19.10000000,0.190000,5.9100,3370.00
TOI-815 b,2.94000000,7.60000000,0.200000,36.9000,4869.00
TOI-815 c,2.62000000,23.50000000,0.220000,8.0300,4869.00
TOI-836 b,1.70400000,4.53000000,0.053000,78.8380,4552.00
TOI-836.01,2.58700000,9.60000000,0.078000,26.7070,4552.00
TOI-858 B b,14.06727078,349.61124770,0.150000,908.9000,5842.00
TOI-905 b,13.12573900,211.99261000,0.024000,337.0000,5570.00
TOI-908 b,3.18600000,16.13700000,0.132000,80.8840,5626.00
TOI-912 b,1.93000000,5.10000000,0.580000,15.0000,3572.00
TOI-954 b,9.55006800,55.30242000,0.140000,1393.0000,5710.00
TRAPPIST-1 b,1.08600000,0.85000000,0.081000,4.2500,2559.00
TRAPPIST-1 c,1.05600000,1.38000000,0.083000,2.2700,2559.00
TRAPPIST-1 d,0.77200000,0.41000000,0.070000,1.1430,2559.00
TRAPPIST-1 e,0.91800000,0.62000000,0.085000,0.6620,2559.00
TRAPPIST-1 f,1.04500000,0.68000000,0.063000,0.3820,2559.00
TRAPPIST-1 g,1.12700000,1.34000000,0.061000,0.2580,2559.00
WASP-102 b,14.90794433,197.68926915,0.000000,1293.0000,5990.00
WASP-116 b,13.67495645,203.41018048,0.000000,663.0000,6250.00
WASP-132 b,10.09929161,136.03055820,0.016300,58.5000,4686.00
WASP-132 c,1.84100000,6.26000000,0.000000,791.0000,4686.00
WASP-149 b,15.24421375,314.96795134,0.000000,1966.0000,5750.00
WASP-151 b,12.66617000,98.52730000,0.003000,460.0000,5871.00
WASP-153 b,17.37395000,123.95370000,0.009000,1400.0000,5914.00
WASP-154 b,10.76062147,198.96058278,0.000000,162.0000,4774.00
WASP-155 b,13.45077684,276.82854250,0.000000,771.0000,5660.00
WASP-156 b,5.71659000,40.68224000,0.007000,150.0000,4910.00
WASP-166 b,7.06167000,32.10083000,0.000000,440.0000,6050.00
WASP-173 A b,14.40356500,1102.87010000,0.000000,1920.0000,5767.00
WASP-174 b,16.10730527,104.88337431,0.000000,901.9000,6399.00
WASP-178 b,21.74546000,448.14030000,0.000000,5550.0000,8640.00
WASP-18 b,13.89913607,3241.84975140,0.005100,5805.0000,6432.00
WASP-188 b,14.81827249,458.62639130,0.000000,1278.0000,6850.00
WASP-19 b,15.86070769,366.77398168,0.012600,3320.0000,5616.00
WASP-193 b,14.78464554,35.59678158,0.081000,402.0000,6080.00
WASP-193 b,16.40994774,44.17814857,0.056000,413.0000,6078.00
WASP-194 b,15.47960235,373.13054982,0.000000,1365.0000,6405.00
WASP-195 b,10.31226224,33.05415433,0.000000,890.0000,6300.00
WASP-197 b,14.44837612,403.32424848,0.000000,1276.0000,6050.00
WASP-76 b,20.68056939,289.22385037,0.016000,4130.0000,6366.00
WASP-76 b,20.78145022,284.13859586,0.000000,4104.0000,6329.00
WASP-77 A b,13.78704626,529.81995447,0.007400,1440.0000,5617.00
WD 1856+534 b,10.40000000,4386.05400000,0.000000,0.1810,4710.00
Wolf 327 b,1.24000000,2.53000000,0.000000,233.9000,3542.00
Wolf 503 b,2.04300000,6.27000000,0.409000,64.7000,4716.00
XO-7 b,15.38995700,225.34147000,0.038000,1540.0000,6250.00
pi Men c,2.04200000,4.82000000,0.000000,309.0000,6037.00
